months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud_reported
474,18,OH,250/500,1000,1214.96,0,MALE,PhD,tech-support,camping,unmarried,0,0,Multi-vehicle Collision,Front Collision,Trivial Damage,Other,OH,Springfield,0,1,YES,0,1,?,61475.97,15027.18,11100.39,35348.4,Mercedes,2018,Y
327,26,IL,500/1000,2000,1754.1,0,MALE,High School,other-service,chess,own-child,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Arlington,15,1,NO,0,0,?,104394.54,15659.06,11333.79,77401.69,BMW,2003,Y
344,37,IL,500/1000,500,2276.69,0,FEMALE,College,priv-house-serv,paintball,husband,0,0,Multi-vehicle Collision,Front Collision,Trivial Damage,Ambulance,NY,Hillsdale,18,1,?,0,0,YES,93970.26,24665.88,26002.26,43302.12,Accura,2021,Y
301,70,IN,500/1000,1000,1775.87,0,FEMALE,High School,machine-op-inspct,sleeping,not-in-family,76750,-52467,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Springfield,22,1,?,2,2,YES,57064.07,13067.12,11184.91,32812.04,BMW,2018,N
451,36,IN,500/1000,500,1631.71,5000000,FEMALE,College,machine-op-inspct,chest,wife,0,-51031,Single Vehicle Collision,?,Trivial Damage,Other,WV,Northbend,11,3,YES,0,0,YES,5602.39,667.26,757.58,4177.55,Saab,2005,Y
288,53,IN,500/1000,1000,1638.46,0,FEMALE,MD,prof-specialty,paintball,not-in-family,0,0,Vehicle Theft,Side Collision,Trivial Damage,Other,NY,Columbus,1,1,YES,2,1,NO,14238.54,3297.69,1977.1,8963.75,Dodge,2022,N
0,57,IL,100/300,1000,1492.92,1000000,MALE,PhD,craft-repair,sleeping,wife,93271,0,Multi-vehicle Collision,Front Collision,Trivial Damage,Other,NC,Hillsdale,4,4,YES,1,0,YES,59191.79,14082.93,11542.65,33566.21,BMW,2013,N
146,62,IL,100/300,1000,2115.16,0,FEMALE,PhD,armed-forces,golf,own-child,0,-77781,Multi-vehicle Collision,?,Trivial Damage,Fire,SC,Northbend,22,1,NO,0,3,NO,61436.36,14551.66,13289.29,33595.41,Dodge,2019,N
286,21,OH,500/1000,500,600.85,0,FEMALE,PhD,priv-house-serv,sleeping,not-in-family,35609,-14152,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Springfield,17,4,NO,1,0,NO,23201.81,5154.27,4540.98,13506.56,Ford,1996,N
463,26,IL,100/300,1000,2270.26,3000000,FEMALE,PhD,machine-op-inspct,sleeping,other-relative,0,0,Parked Car,Rear Collision,Total Loss,Police,VA,Riverview,20,2,NO,1,3,YES,19536.73,4918.94,3288.41,11329.38,Toyota,2005,N
141,58,OH,500/1000,2000,1672.58,4000000,MALE,College,machine-op-inspct,cross-fit,unmarried,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,Riverview,2,1,YES,1,1,YES,21972.23,3960.59,2723.18,15288.46,Volkswagen,2019,N
52,39,OH,500/1000,2000,2197.75,3000000,FEMALE,MD,prof-specialty,cross-fit,not-in-family,0,0,Single Vehicle Collision,?,Total Loss,Police,OH,Springfield,11,4,YES,2,2,YES,2171.86,309.87,585.56,1276.43,Toyota,2011,N
303,35,IL,250/500,1000,520.79,0,MALE,MD,transport-moving,reading,other-relative,0,-77204,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,6,1,?,1,1,?,72881.4,20261.8,18481.6,34138.0,Jeep,1996,N
68,29,OH,100/300,1000,2238.55,0,FEMALE,JD,exec-managerial,chest,wife,0,0,Parked Car,Side Collision,Minor Damage,None,OH,Arlington,22,1,NO,0,3,?,26471.59,5514.24,4809.67,16147.68,Saab,2015,N
360,59,OH,100/300,2000,740.28,0,MALE,MD,machine-op-inspct,chess,own-child,0,-9493,Parked Car,Rear Collision,Total Loss,Ambulance,OH,Columbus,14,2,YES,0,3,?,37151.09,5400.55,9654.16,22096.38,Suburu,2017,N
89,60,IN,250/500,500,1942.44,0,FEMALE,College,armed-forces,golf,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Northbrook,16,4,?,2,0,YES,16394.63,3133.71,3482.97,9777.95,Honda,1996,N
445,56,OH,100/300,500,1333.04,0,MALE,High School,exec-managerial,sleeping,other-relative,0,-90713,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbrook,5,1,YES,1,3,YES,43827.75,11885.56,7181.7,24760.49,Honda,2006,N
219,26,IL,250/500,2000,1862.14,0,MALE,PhD,transport-moving,camping,wife,0,-19013,Multi-vehicle Collision,?,Major Damage,Fire,SC,Springfield,22,3,NO,2,2,YES,13081.3,1748.63,1561.3,9771.37,Ford,2012,Y
449,23,IL,100/300,500,1756.38,0,MALE,College,armed-forces,chess,own-child,0,0,Vehicle Theft,Front Collision,Major Damage,Ambulance,SC,Springfield,10,4,NO,1,3,?,52428.69,13840.71,5597.83,32990.15,Suburu,1996,N
497,36,OH,500/1000,500,826.79,0,FEMALE,Associate,machine-op-inspct,chess,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Northbend,14,4,YES,0,2,YES,51078.36,6450.28,8162.1,36465.98,Volkswagen,1997,N
191,65,IN,250/500,1000,1529.23,0,MALE,Masters,prof-specialty,movies,unmarried,0,0,Multi-vehicle Collision,?,Minor Damage,None,VA,Riverview,5,4,NO,2,0,?,117154.61,29141.56,28843.77,59169.28,Accura,2018,N
453,64,IL,500/1000,500,1054.46,4000000,FEMALE,MD,prof-specialty,golf,not-in-family,0,-34895,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NC,Arlington,18,1,YES,0,2,YES,38878.0,10874.09,9782.24,18221.67,Dodge,2004,N
62,24,IL,500/1000,2000,1620.87,0,FEMALE,MD,sales,chest,husband,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,None,OH,Northbend,7,4,NO,2,3,?,61054.6,12859.4,11186.45,37008.75,Honda,2016,N
72,33,IN,100/300,500,1976.01,0,MALE,College,sales,camping,wife,69125,0,Single Vehicle Collision,Rear Collision,Minor Damage,None,PA,Arlington,22,2,?,2,0,?,41889.51,4444.27,6051.69,31393.55,Dodge,2013,N
160,22,OH,250/500,1000,662.52,0,MALE,High School,craft-repair,paintball,husband,0,-39743,Single Vehicle Collision,?,Minor Damage,Police,OH,Hillsdale,12,3,?,1,2,YES,70293.14,11266.26,10140.88,48886.0,Honda,2014,Y
168,33,IL,500/1000,2000,1531.52,0,FEMALE,High School,prof-specialty,cross-fit,own-child,0,0,Single Vehicle Collision,?,Major Damage,Police,OH,Northbrook,14,3,YES,1,3,?,88767.03,10974.37,19501.07,58291.59,BMW,2011,Y
88,18,OH,500/1000,2000,1735.26,0,FEMALE,Masters,armed-forces,paintball,wife,59571,0,Multi-vehicle Collision,?,Total Loss,None,NC,Springfield,15,1,YES,1,0,YES,28022.84,7221.78,3099.36,17701.7,Mercedes,2002,N
175,68,OH,250/500,2000,1090.73,0,MALE,High School,machine-op-inspct,camping,unmarried,0,-31891,Parked Car,?,Total Loss,Police,PA,Arlington,14,3,?,0,2,?,108351.85,27078.51,32014.38,49258.96,Accura,1998,N
268,54,OH,100/300,1000,2406.01,0,FEMALE,College,other-service,paintball,unmarried,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Other,WV,Springfield,16,1,?,2,0,?,103380.68,12496.6,18144.37,72739.71,Nissan,2015,N
72,56,OH,500/1000,2000,1540.61,0,MALE,MD,sales,golf,own-child,79443,-36213,Multi-vehicle Collision,Rear Collision,Trivial Damage,Fire,OH,Northbend,19,1,NO,0,1,?,98351.28,12316.86,19829.29,66205.13,Volkswagen,2012,Y
244,36,IL,100/300,1000,865.03,0,MALE,PhD,priv-house-serv,base-jumping,husband,0,0,Multi-vehicle Collision,Side Collision,Trivial Damage,Fire,VA,Springfield,11,1,?,0,2,NO,24683.2,3111.72,5566.95,16004.53,Ford,2016,N
76,71,IN,250/500,1000,715.58,0,FEMALE,PhD,armed-forces,golf,not-in-family,9289,-77630,Vehicle Theft,Side Collision,Trivial Damage,Other,VA,Columbus,10,3,?,1,2,?,46260.17,7853.82,6739.74,31666.61,Dodge,2000,Y
158,54,IL,100/300,500,1583.32,2000000,FEMALE,High School,armed-forces,sleeping,other-relative,0,0,Parked Car,Side Collision,Total Loss,Other,WV,Springfield,22,3,?,1,0,YES,114160.41,15077.35,15837.15,83245.91,Dodge,2015,N
488,34,IN,250/500,2000,1250.48,0,FEMALE,Masters,prof-specialty,movies,unmarried,93071,0,Single Vehicle Collision,Side Collision,Trivial Damage,Police,VA,Arlington,9,2,YES,1,3,NO,703.42,136.59,96.17,470.66,Suburu,1995,N
458,43,OH,100/300,500,885.09,0,MALE,JD,other-service,exercise,husband,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Northbend,4,4,NO,1,1,NO,30541.49,3237.37,9053.41,18250.71,BMW,2016,N
323,39,IN,100/300,500,561.4,2000000,FEMALE,PhD,craft-repair,sleeping,husband,0,-60890,Multi-vehicle Collision,Side Collision,Major Damage,Fire,PA,Springfield,9,2,?,1,3,NO,3213.61,803.31,655.03,1755.27,Saab,2000,N
97,25,OH,500/1000,1000,1633.2,0,MALE,MD,tech-support,chess,wife,47625,0,Multi-vehicle Collision,?,Major Damage,Ambulance,NC,Springfield,1,4,NO,2,2,?,44855.35,9090.66,11516.93,24247.76,Suburu,2000,N
380,50,IL,100/300,500,1697.2,0,MALE,JD,machine-op-inspct,chest,other-relative,0,0,Vehicle Theft,Front Collision,Trivial Damage,Fire,PA,Riverview,10,1,NO,0,1,NO,75760.12,18988.6,13652.62,43118.9,Chevrolet,2009,N
101,19,IL,500/1000,500,783.61,2000000,MALE,PhD,other-service,camping,own-child,53051,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Arlington,8,2,NO,0,0,NO,17235.93,3368.72,2095.09,11772.12,Jeep,2013,N
493,47,IN,250/500,500,1703.48,0,FEMALE,Masters,tech-support,chess,unmarried,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Northbrook,16,4,NO,0,2,YES,104505.5,11817.43,22397.57,70290.5,Dodge,2000,Y
131,64,OH,250/500,2000,2403.95,2000000,FEMALE,JD,machine-op-inspct,reading,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Trivial Damage,Police,NY,Hillsdale,16,4,YES,2,3,YES,60438.07,8839.58,18118.84,33479.65,Suburu,2017,Y
101,37,OH,500/1000,500,2456.59,1000000,FEMALE,High School,sales,chest,other-relative,0,0,Single Vehicle Collision,?,Trivial Damage,Fire,VA,Arlington,22,4,YES,2,2,?,19308.47,2205.17,5194.0,11909.3,Nissan,2015,Y
18,35,IN,100/300,1000,2276.99,0,MALE,Associate,armed-forces,chess,husband,0,0,Single Vehicle Collision,Side Collision,Trivial Damage,None,OH,Arlington,14,2,NO,2,0,YES,95115.88,12336.77,22249.24,60529.87,Saab,2020,Y
453,60,OH,250/500,2000,2114.16,0,FEMALE,JD,transport-moving,base-jumping,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Arlington,21,1,YES,1,1,?,101264.49,22910.64,15610.93,62742.92,Nissan,2017,N
481,74,OH,250/500,1000,918.74,0,MALE,College,sales,chest,wife,7604,-31476,Single Vehicle Collision,?,Minor Damage,None,NC,Northbrook,5,1,YES,2,1,NO,67377.77,16776.65,16559.93,34041.19,Mercedes,2008,N
81,27,OH,250/500,2000,812.87,0,FEMALE,PhD,prof-specialty,sleeping,wife,34973,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,PA,Northbrook,21,2,YES,1,2,?,107305.73,12639.73,20895.86,73770.14,Audi,2017,Y
396,41,IL,500/1000,2000,1389.9,2000000,FEMALE,MD,prof-specialty,base-jumping,husband,69562,0,Parked Car,Side Collision,Minor Damage,Other,PA,Riverview,6,1,YES,1,2,NO,36693.43,3856.98,7031.14,25805.31,Audi,2017,N
488,73,IL,250/500,2000,1739.26,0,MALE,Masters,tech-support,chess,husband,20414,0,Single Vehicle Collision,?,Total Loss,Ambulance,NY,Northbrook,13,3,?,2,1,?,83493.67,20480.17,8400.73,54612.77,Volkswagen,1997,N
278,21,IL,250/500,1000,2201.36,0,MALE,PhD,craft-repair,sleeping,own-child,65378,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Northbrook,23,1,YES,2,3,YES,46524.62,6891.79,5105.02,34527.81,Jeep,2019,Y
338,54,OH,250/500,500,963.93,0,MALE,JD,exec-managerial,sleeping,unmarried,0,0,Single Vehicle Collision,?,Minor Damage,Other,PA,Northbrook,4,2,YES,2,3,NO,75672.94,21270.13,11624.88,42777.93,Ford,2015,N
364,21,IL,250/500,2000,1459.3,0,FEMALE,Associate,other-service,chest,unmarried,0,-74926,Vehicle Theft,Front Collision,Trivial Damage,Police,SC,Hillsdale,17,4,?,0,3,YES,107664.31,17645.73,24316.56,65702.02,Saab,2016,Y
330,30,OH,500/1000,1000,1794.88,0,MALE,High School,tech-support,cross-fit,other-relative,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,PA,Northbrook,15,3,NO,1,0,YES,4848.81,810.29,941.26,3097.26,BMW,2015,N
128,42,OH,500/1000,2000,1391.19,0,FEMALE,PhD,craft-repair,chess,unmarried,62962,0,Vehicle Theft,Front Collision,Major Damage,None,SC,Springfield,11,3,NO,1,0,?,11265.75,1320.0,1818.67,8127.08,Volkswagen,2022,N
343,30,IN,100/300,500,1408.39,0,FEMALE,Masters,exec-managerial,golf,husband,0,-99165,Vehicle Theft,?,Major Damage,Ambulance,OH,Arlington,16,1,?,1,1,YES,111694.48,30211.43,31877.74,49605.31,Audi,2021,N
309,35,OH,250/500,2000,950.23,0,FEMALE,PhD,machine-op-inspct,paintball,other-relative,0,0,Single Vehicle Collision,Side Collision,Trivial Damage,Police,PA,Springfield,11,1,?,0,3,?,15525.39,3664.48,3080.58,8780.33,Chevrolet,2011,N
454,41,IL,500/1000,1000,2473.32,0,FEMALE,High School,machine-op-inspct,sleeping,unmarried,0,-31829,Multi-vehicle Collision,Front Collision,Trivial Damage,Fire,WV,Riverview,22,4,YES,2,3,NO,16516.3,2804.14,1714.59,11997.57,Audi,1997,N
88,19,IL,100/300,2000,1450.39,0,MALE,Masters,armed-forces,reading,own-child,94212,0,Multi-vehicle Collision,Front Collision,Trivial Damage,Ambulance,NC,Riverview,12,4,?,2,2,NO,55565.71,14758.27,13325.05,27482.39,Suburu,2016,Y
212,65,OH,100/300,1000,1565.48,0,FEMALE,College,tech-support,base-jumping,husband,13400,-14927,Single Vehicle Collision,Rear Collision,Minor Damage,None,SC,Northbend,17,2,NO,1,3,YES,21809.96,5941.84,5012.69,10855.43,Dodge,2021,N
142,50,IL,250/500,500,937.12,0,MALE,Associate,prof-specialty,chess,husband,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,NC,Northbend,23,3,?,0,0,?,99571.03,21275.87,29838.3,48456.86,Accura,2016,N
64,36,OH,100/300,500,1528.27,0,FEMALE,MD,machine-op-inspct,sleeping,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,OH,Arlington,6,3,?,2,3,?,83748.08,9484.63,23477.9,50785.55,Volkswagen,2016,N
75,26,IN,500/1000,2000,1010.7,0,MALE,College,armed-forces,movies,own-child,2899,0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,SC,Springfield,4,2,NO,1,0,NO,6100.08,1364.34,1538.29,3197.45,Mercedes,2003,N
198,45,OH,100/300,500,904.67,0,FEMALE,JD,other-service,chess,not-in-family,82984,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,3,2,YES,2,3,YES,22314.05,5851.29,3467.83,12994.93,Saab,2015,N
142,52,OH,100/300,1000,1051.44,0,FEMALE,High School,machine-op-inspct,golf,own-child,64187,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Columbus,15,3,?,1,1,?,104256.92,26587.43,20655.54,57013.95,Nissan,2008,N
404,74,IN,500/1000,2000,505.52,0,FEMALE,JD,armed-forces,cross-fit,not-in-family,0,0,Single Vehicle Collision,?,Major Damage,Police,NY,Arlington,2,4,YES,0,1,YES,3597.71,882.73,823.78,1891.2,Ford,2000,N
402,56,IL,100/300,1000,1640.3,0,MALE,JD,machine-op-inspct,camping,wife,0,-95078,Vehicle Theft,Front Collision,Total Loss,Police,VA,Northbrook,9,4,NO,2,0,YES,62763.42,11491.48,12200.71,39071.23,Accura,1996,N
315,27,IN,100/300,2000,1274.96,0,FEMALE,PhD,priv-house-serv,cross-fit,husband,0,0,Single Vehicle Collision,?,Major Damage,Police,WV,Hillsdale,22,2,NO,2,3,YES,30587.55,4506.67,7377.02,18703.86,Suburu,2019,N
92,18,IN,100/300,1000,2297.38,0,MALE,Associate,prof-specialty,paintball,husband,0,-48217,Vehicle Theft,Front Collision,Trivial Damage,Fire,SC,Arlington,17,3,?,2,0,YES,29247.32,5024.63,3739.62,20483.07,Chevrolet,2021,Y
472,59,OH,100/300,2000,581.41,2000000,MALE,Masters,machine-op-inspct,movies,unmarried,49568,0,Multi-vehicle Collision,Rear Collision,Major Damage,None,SC,Hillsdale,7,3,YES,1,3,?,20873.96,5698.22,2813.14,12362.6,Suburu,2021,N
416,38,OH,250/500,1000,586.4,0,MALE,College,prof-specialty,chess,unmarried,0,0,Multi-vehicle Collision,Front Collision,Trivial Damage,Other,WV,Hillsdale,10,2,?,1,0,?,65009.39,9881.25,19439.73,35688.41,Honda,2007,Y
304,26,IN,250/500,1000,2271.75,0,MALE,Masters,prof-specialty,camping,own-child,0,-45639,Vehicle Theft,Front Collision,Minor Damage,Police,OH,Northbend,2,4,YES,0,2,?,77111.1,15454.97,17374.67,44281.46,Ford,1998,N
223,64,IL,500/1000,2000,753.29,1000000,MALE,Masters,sales,golf,husband,0,-54073,Parked Car,?,Minor Damage,None,OH,Northbend,3,3,NO,1,0,YES,77854.2,15756.14,9900.83,52197.23,Mercedes,2016,N
496,32,IN,100/300,1000,504.32,0,FEMALE,JD,priv-house-serv,camping,unmarried,0,-26709,Single Vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,20,2,NO,2,3,?,8089.65,966.74,1504.34,5618.57,Accura,2000,N
290,52,IL,500/1000,500,857.83,4000000,FEMALE,PhD,tech-support,camping,own-child,0,-92651,Multi-vehicle Collision,Side Collision,Minor Damage,None,WV,Hillsdale,21,4,NO,2,3,YES,52170.09,10214.95,15611.25,26343.89,Ford,2002,N
427,74,IN,250/500,1000,2147.75,0,MALE,College,machine-op-inspct,golf,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,NC,Northbend,0,2,?,1,3,?,45066.35,10772.09,5353.61,28940.65,Honda,2010,N
101,22,IN,100/300,2000,2105.43,0,FEMALE,High School,priv-house-serv,golf,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,OH,Hillsdale,19,2,NO,0,3,NO,16514.79,4463.65,3685.36,8365.78,Mercedes,2016,Y
473,58,IL,100/300,500,1180.26,0,FEMALE,College,prof-specialty,sleeping,wife,0,-40141,Single Vehicle Collision,?,Minor Damage,Ambulance,WV,Northbrook,17,4,NO,1,3,?,10446.43,1259.17,2672.46,6514.8,Dodge,2007,Y
266,39,IN,250/500,500,1836.06,0,MALE,Associate,exec-managerial,chest,husband,0,0,Multi-vehicle Collision,Rear Collision,Trivial Damage,Other,WV,Columbus,9,2,YES,1,0,YES,49046.73,10959.48,14427.88,23659.37,Nissan,2018,Y
354,58,OH,100/300,1000,1514.5,5000000,MALE,Masters,transport-moving,cross-fit,wife,95863,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,17,1,YES,2,2,?,3561.32,1054.77,604.4,1902.15,Mercedes,2007,Y
455,40,IN,100/300,1000,2309.47,0,MALE,MD,machine-op-inspct,sleeping,husband,0,-53133,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Hillsdale,5,2,?,1,2,YES,114290.89,17323.63,17773.11,79194.15,BMW,2010,N
109,24,OH,250/500,1000,612.85,0,MALE,High School,sales,chess,own-child,0,0,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Riverview,14,1,YES,2,2,YES,43117.34,10879.02,7388.11,24850.21,Volkswagen,2013,N
461,73,IL,500/1000,500,2126.36,0,FEMALE,Associate,prof-specialty,movies,husband,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,OH,Hillsdale,2,1,?,0,3,NO,109350.6,12586.85,19591.33,77172.42,Ford,1996,Y
329,40,IL,500/1000,500,841.2,0,FEMALE,Associate,armed-forces,cross-fit,unmarried,0,0,Vehicle Theft,Side Collision,Major Damage,Ambulance,OH,Northbend,9,2,YES,0,3,?,28043.94,5445.36,5391.87,17206.71,BMW,2002,N
449,61,OH,100/300,500,1283.24,0,MALE,Masters,prof-specialty,movies,own-child,0,0,Parked Car,?,Trivial Damage,Ambulance,VA,Northbrook,4,3,NO,0,2,?,101662.52,30324.0,13173.62,58164.9,Toyota,1996,Y
429,42,IN,250/500,2000,883.91,0,FEMALE,MD,exec-managerial,movies,wife,0,0,Single Vehicle Collision,Side Collision,Major Damage,Other,VA,Riverview,13,1,YES,0,1,NO,11188.87,2022.32,1873.42,7293.13,Suburu,2014,N
264,44,OH,500/1000,2000,1905.23,0,MALE,Masters,craft-repair,golf,husband,23944,-78410,Multi-vehicle Collision,Side Collision,Minor Damage,None,NY,Northbend,22,3,YES,2,0,YES,20989.66,5104.59,3595.28,12289.79,Accura,2002,N
2,58,OH,500/1000,1000,1856.65,0,MALE,High School,other-service,base-jumping,not-in-family,55989,0,Multi-vehicle Collision,Side Collision,Total Loss,None,WV,Springfield,4,3,?,0,3,NO,18913.39,3395.35,5581.91,9936.13,Toyota,2008,Y
84,23,IL,100/300,2000,1595.8,0,FEMALE,PhD,priv-house-serv,sleeping,wife,0,-76241,Multi-vehicle Collision,?,Major Damage,Fire,PA,Arlington,4,1,YES,0,0,YES,19674.26,4560.17,5117.12,9996.97,Mercedes,1998,N
281,72,OH,500/1000,2000,1896.33,0,MALE,High School,exec-managerial,reading,unmarried,0,0,Multi-vehicle Collision,Front Collision,Total Loss,None,NC,Riverview,12,3,NO,2,0,YES,93613.65,15053.78,17943.61,60616.26,Toyota,2017,N
327,51,IN,250/500,1000,1779.13,0,FEMALE,JD,exec-managerial,cross-fit,not-in-family,95210,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,PA,Northbrook,9,4,YES,0,3,?,66208.69,11832.98,19588.05,34787.66,Jeep,2017,N
303,26,OH,500/1000,1000,2052.88,0,FEMALE,MD,transport-moving,chess,own-child,0,0,Multi-vehicle Collision,?,Trivial Damage,Fire,PA,Springfield,11,1,?,0,3,?,109367.12,19511.77,22489.1,67366.25,Ford,2005,Y
449,66,IL,250/500,500,978.81,0,FEMALE,JD,machine-op-inspct,paintball,wife,94927,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,OH,Hillsdale,20,3,NO,0,3,?,77049.54,14594.62,13279.78,49175.14,Mercedes,2020,N
453,50,IN,250/500,500,1357.83,0,FEMALE,JD,sales,movies,not-in-family,0,0,Multi-vehicle Collision,Front Collision,Trivial Damage,Fire,NC,Hillsdale,15,4,NO,2,0,?,60430.19,11800.46,6669.59,41960.14,Honda,2006,Y
411,68,IL,100/300,1000,803.25,2000000,FEMALE,PhD,sales,chest,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,None,PA,Northbrook,5,2,NO,2,2,YES,80683.03,20152.5,20137.78,40392.75,Jeep,2008,N
116,23,OH,500/1000,1000,1359.19,0,FEMALE,College,machine-op-inspct,camping,not-in-family,70455,-13112,Single Vehicle Collision,?,Major Damage,None,PA,Riverview,7,1,YES,1,2,YES,44582.85,8222.0,12045.17,24315.68,Accura,2010,N
220,54,OH,100/300,2000,1903.38,5000000,MALE,College,craft-repair,sleeping,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,None,VA,Northbend,5,2,?,1,2,YES,45638.21,5422.91,8665.32,31549.98,Honda,2019,N
153,48,IL,500/1000,2000,1882.78,0,FEMALE,JD,other-service,sleeping,wife,0,0,Single Vehicle Collision,?,Total Loss,Police,VA,Arlington,10,4,YES,0,1,NO,2965.34,670.9,881.41,1413.03,Nissan,2002,Y
152,51,IL,100/300,2000,1918.85,0,FEMALE,Associate,transport-moving,cross-fit,other-relative,0,0,Parked Car,Front Collision,Trivial Damage,Police,PA,Arlington,6,3,YES,1,2,?,114036.42,33972.42,26713.44,53350.56,Honda,2011,Y
11,58,IN,100/300,1000,1117.54,0,FEMALE,Masters,prof-specialty,reading,other-relative,0,-8808,Vehicle Theft,Front Collision,Minor Damage,Other,NY,Springfield,22,4,YES,0,2,?,28009.84,6545.96,6496.84,14967.04,Accura,2011,N
132,46,IL,100/300,1000,1824.43,0,MALE,JD,exec-managerial,paintball,unmarried,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,WV,Riverview,7,2,YES,0,2,NO,66401.14,10175.3,8759.76,47466.08,Mercedes,2013,N
481,31,IL,500/1000,500,1234.93,0,FEMALE,College,armed-forces,cross-fit,wife,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,None,PA,Arlington,19,4,?,0,0,?,118698.47,23614.46,13161.46,81922.55,Ford,2018,Y
